Home,Away,Game_ID,H_Score,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_Score,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date,Season
Orlando Magic,New York Knicks,22000436,107,0.35700000000000004,0.429,0.34600000000000003,0.7829999999999999,47.0,22.2,13.6,7.0,4.1,-7.0,105.3,112.3,0.526,89,0.483,0.45299999999999996,0.361,0.763,48.9,22.0,14.0,6.9,5.1,0.5,108.2,107.6,0.546,1,2021-02-17,2020-21
Washington Wizards,Denver Nuggets,22000437,130,0.32,0.451,0.33799999999999997,0.7609999999999999,42.6,23.7,13.5,7.0,3.6,-5.6,108.5,113.9,0.555,128,0.556,0.478,0.375,0.774,44.2,26.8,13.8,8.5,4.4,3.9,115.0,111.0,0.5820000000000001,1,2021-02-17,2020-21
Boston Celtics,Atlanta Hawks,22000438,114,0.519,0.461,0.37799999999999995,0.755,44.4,22.3,14.6,8.3,4.6,1.2,111.1,109.7,0.564,122,0.40700000000000003,0.44799999999999995,0.355,0.82,45.6,24.3,14.1,6.5,4.8,0.0,111.5,111.9,0.5660000000000001,0,2021-02-17,2020-21
Philadelphia 76ers,Houston Rockets,22000439,118,0.643,0.48100000000000004,0.359,0.78,44.6,22.6,15.3,8.4,5.9,2.8,112.1,109.3,0.5820000000000001,113,0.40700000000000003,0.447,0.341,0.75,42.9,22.5,14.9,7.7,5.5,-1.8,107.2,108.6,0.5579999999999999,1,2021-02-17,2020-21
Minnesota Timberwolves,Indiana Pacers,22000440,128,0.25,0.441,0.35600000000000004,0.7440000000000001,42.2,24.1,14.0,8.4,5.5,-7.4,106.0,112.9,0.539,134,0.5,0.473,0.36700000000000005,0.7709999999999999,42.2,26.3,13.3,8.3,6.0,1.3,111.3,110.2,0.573,0,2021-02-17,2020-21
New Orleans Pelicans,Portland Trail Blazers,22000441,124,0.444,0.48100000000000004,0.364,0.731,46.2,25.0,14.6,7.6,4.0,0.2,114.6,114.8,0.58,126,0.63,0.444,0.387,0.82,44.6,19.8,11.4,7.4,4.8,0.7,115.3,114.7,0.57,0,2021-02-17,2020-21
Golden State Warriors,Miami Heat,22000443,120,0.536,0.46399999999999997,0.375,0.778,42.2,26.4,13.9,7.3,5.4,1.6,110.5,109.0,0.578,112,0.40700000000000003,0.46299999999999997,0.35200000000000004,0.785,42.0,25.4,16.4,6.8,3.9,-3.5,106.6,110.2,0.579,1,2021-02-17,2020-21
LA Clippers,Utah Jazz,22000444,96,0.7240000000000001,0.48700000000000004,0.424,0.847,44.7,25.1,13.4,7.7,4.7,7.9,118.3,110.5,0.609,114,0.821,0.46799999999999997,0.395,0.774,48.9,23.9,14.6,6.0,5.8,9.4,116.6,107.4,0.596,0,2021-02-17,2020-21
Memphis Grizzlies,Oklahoma City Thunder,22000562,122,0.478,0.467,0.368,0.7879999999999999,43.5,28.2,14.2,9.7,4.7,-1.1,110.6,111.6,0.561,113,0.40700000000000003,0.449,0.33799999999999997,0.732,43.9,22.8,14.1,7.1,4.4,-5.7,104.7,110.7,0.55,1,2021-02-17,2020-21
Chicago Bulls,Detroit Pistons,22000564,105,0.423,0.478,0.38299999999999995,0.8009999999999999,42.7,25.4,15.9,7.0,3.9,-1.0,111.0,112.4,0.588,102,0.29600000000000004,0.43700000000000006,0.35600000000000004,0.782,42.4,24.2,14.8,7.6,5.0,-4.0,108.7,112.4,0.551,1,2021-02-17,2020-21
Los Angeles Lakers,Brooklyn Nets,22000446,98,0.759,0.48700000000000004,0.361,0.75,45.3,24.8,15.1,7.1,6.1,7.1,112.2,105.2,0.5820000000000001,109,0.6,0.502,0.40700000000000003,0.8240000000000001,42.5,26.3,14.6,6.0,5.5,3.6,117.9,114.5,0.624,0,2021-02-18,2020-21
Milwaukee Bucks,Toronto Raptors,22000445,96,0.5710000000000001,0.491,0.39799999999999996,0.732,46.7,26.0,13.5,8.2,4.7,7.3,118.3,110.7,0.598,110,0.46399999999999997,0.45299999999999996,0.386,0.82,41.9,24.8,13.8,8.9,5.5,2.1,113.6,111.4,0.579,0,2021-02-18,2020-21
Sacramento Kings,Miami Heat,22000447,110,0.444,0.478,0.368,0.721,42.6,25.3,14.0,6.5,5.2,-5.4,112.4,117.8,0.5760000000000001,118,0.39299999999999996,0.46299999999999997,0.35200000000000004,0.7879999999999999,42.1,25.4,16.4,6.8,3.9,-3.7,106.4,110.1,0.578,0,2021-02-18,2020-21
Philadelphia 76ers,Chicago Bulls,22000450,112,0.655,0.48100000000000004,0.36200000000000004,0.784,44.5,22.6,15.5,8.5,5.9,2.8,112.0,109.1,0.583,105,0.444,0.478,0.38,0.794,42.8,25.5,15.8,7.0,4.0,-0.9,110.8,112.0,0.5870000000000001,1,2021-02-19,2020-21
Boston Celtics,Atlanta Hawks,22000451,121,0.5,0.461,0.376,0.7609999999999999,44.2,22.3,14.6,8.3,4.6,0.9,111.3,110.2,0.564,109,0.429,0.452,0.354,0.821,45.4,24.1,14.1,6.5,4.7,0.2,111.9,112.0,0.57,1,2021-02-19,2020-21
LA Clippers,Utah Jazz,22000457,116,0.7,0.485,0.42200000000000004,0.841,44.8,24.8,13.5,7.6,4.6,7.0,117.4,110.6,0.606,112,0.828,0.466,0.39299999999999996,0.7759999999999999,49.0,23.7,14.6,6.2,5.7,9.7,116.5,106.9,0.593,1,2021-02-19,2020-21
Orlando Magic,Golden State Warriors,22000449,124,0.379,0.43,0.35,0.7809999999999999,47.1,22.3,13.6,7.1,4.2,-6.1,105.4,111.5,0.527,120,0.552,0.46299999999999997,0.374,0.777,42.2,26.5,13.9,7.4,5.2,1.8,110.4,108.8,0.578,1,2021-02-19,2020-21
Cleveland Cavaliers,Denver Nuggets,22000563,103,0.345,0.44799999999999995,0.337,0.718,43.7,23.0,15.4,8.5,5.1,-9.1,103.9,113.0,0.53,120,0.536,0.48,0.37799999999999995,0.7759999999999999,44.1,26.6,13.8,8.4,4.5,3.6,115.4,111.6,0.584,0,2021-02-19,2020-21
Milwaukee Bucks,Oklahoma City Thunder,22000453,98,0.552,0.488,0.395,0.73,47.0,25.9,13.6,8.2,4.6,6.6,117.7,110.8,0.594,85,0.39299999999999996,0.449,0.34299999999999997,0.738,43.7,22.9,14.2,7.0,4.3,-5.8,104.9,111.0,0.552,1,2021-02-19,2020-21
Minnesota Timberwolves,Toronto Raptors,22000454,81,0.24100000000000002,0.44,0.35700000000000004,0.7509999999999999,42.1,24.5,13.8,8.5,5.6,-7.3,106.3,113.2,0.539,86,0.483,0.45399999999999996,0.385,0.825,41.7,24.9,13.7,8.8,5.5,2.5,113.6,111.1,0.58,0,2021-02-19,2020-21
Memphis Grizzlies,Detroit Pistons,22000452,109,0.5,0.46799999999999997,0.371,0.7879999999999999,43.5,28.2,14.1,9.9,4.7,-0.7,111.0,111.5,0.563,95,0.28600000000000003,0.43799999999999994,0.354,0.784,42.3,23.9,14.7,7.6,4.9,-4.0,108.5,112.2,0.551,1,2021-02-19,2020-21
New Orleans Pelicans,Phoenix Suns,22000455,114,0.429,0.48100000000000004,0.368,0.733,46.5,25.0,14.5,7.5,3.9,0.1,115.2,115.4,0.581,132,0.63,0.475,0.36200000000000004,0.835,44.7,26.1,13.3,6.3,4.1,3.3,112.5,109.3,0.583,0,2021-02-19,2020-21
Los Angeles Lakers,Miami Heat,22000463,94,0.733,0.48700000000000004,0.358,0.75,45.1,24.7,15.1,7.1,6.0,6.5,112.0,105.5,0.581,96,0.414,0.465,0.35200000000000004,0.7879999999999999,42.2,25.8,16.4,6.8,3.8,-3.3,106.8,110.1,0.578,0,2021-02-20,2020-21
Chicago Bulls,Sacramento Kings,22000460,122,0.429,0.47600000000000003,0.375,0.8,42.9,25.5,15.6,7.0,4.0,-1.1,110.7,112.2,0.584,114,0.429,0.478,0.368,0.7170000000000001,42.6,25.5,14.1,6.5,5.1,-5.5,112.3,117.8,0.575,1,2021-02-20,2020-21
Portland Trail Blazers,Washington Wizards,22000464,111,0.643,0.447,0.389,0.8220000000000001,44.2,20.1,11.3,7.4,4.9,0.7,115.9,115.2,0.5720000000000001,118,0.34600000000000003,0.45299999999999996,0.342,0.763,42.6,24.0,13.5,7.0,3.6,-5.3,109.2,114.3,0.5579999999999999,0,2021-02-20,2020-21
Charlotte Hornets,Golden State Warriors,22000459,102,0.46399999999999997,0.457,0.379,0.767,44.4,27.3,14.8,7.9,4.9,-0.4,110.7,111.1,0.5660000000000001,100,0.5329999999999999,0.46399999999999997,0.376,0.773,42.2,26.8,13.9,7.4,5.0,1.6,110.6,109.1,0.578,1,2021-02-20,2020-21
Memphis Grizzlies,Phoenix Suns,22000462,97,0.52,0.46799999999999997,0.368,0.792,43.8,27.9,14.1,10.0,4.7,-0.1,111.0,110.9,0.563,128,0.643,0.479,0.37,0.831,44.4,26.6,13.3,6.4,4.1,3.9,113.1,109.4,0.5870000000000001,0,2021-02-20,2020-21
New York Knicks,Minnesota Timberwolves,22000469,103,0.467,0.45,0.35700000000000004,0.7659999999999999,48.8,21.7,14.0,6.9,5.1,-0.1,107.5,107.6,0.544,99,0.233,0.439,0.353,0.7509999999999999,42.3,24.5,14.0,8.4,5.7,-7.2,105.8,112.6,0.537,1,2021-02-21,2020-21
LA Clippers,Brooklyn Nets,22000472,108,0.71,0.485,0.419,0.8440000000000001,44.8,24.7,13.4,7.5,4.6,6.9,117.4,110.6,0.605,112,0.613,0.502,0.409,0.8170000000000001,42.5,26.3,14.6,6.1,5.5,3.9,117.9,114.2,0.624,0,2021-02-21,2020-21
Orlando Magic,Detroit Pistons,22000467,105,0.4,0.43200000000000005,0.353,0.7829999999999999,47.2,22.6,13.5,7.0,4.3,-5.8,105.8,111.6,0.53,96,0.276,0.43700000000000006,0.35200000000000004,0.782,42.4,24.0,14.9,7.6,5.0,-4.3,108.1,112.2,0.5489999999999999,1,2021-02-21,2020-21
Cleveland Cavaliers,Oklahoma City Thunder,22000466,101,0.33299999999999996,0.44799999999999995,0.33899999999999997,0.715,43.4,23.3,15.5,8.5,5.1,-9.4,104.0,113.4,0.531,117,0.379,0.447,0.342,0.73,43.8,22.8,14.2,6.9,4.3,-6.0,104.3,110.7,0.5489999999999999,0,2021-02-21,2020-21
Milwaukee Bucks,Sacramento Kings,22000471,128,0.5670000000000001,0.486,0.39299999999999996,0.728,47.5,25.9,13.6,8.1,4.7,6.8,117.2,110.0,0.591,115,0.414,0.47700000000000004,0.365,0.721,42.6,25.4,13.8,6.6,5.1,-5.6,112.4,117.9,0.574,1,2021-02-21,2020-21
Atlanta Hawks,Denver Nuggets,22000470,123,0.414,0.451,0.354,0.8240000000000001,45.2,24.0,14.1,6.8,4.8,-0.2,111.8,112.3,0.569,115,0.552,0.483,0.381,0.7759999999999999,43.9,26.6,13.9,8.4,4.4,4.1,115.7,111.5,0.5870000000000001,1,2021-02-21,2020-21
Toronto Raptors,Philadelphia 76ers,22000468,110,0.5,0.45,0.382,0.825,42.1,24.6,13.7,8.8,5.5,2.6,112.9,110.4,0.5760000000000001,103,0.667,0.48,0.361,0.785,44.9,22.6,15.5,8.4,5.9,3.0,112.1,109.1,0.5820000000000001,1,2021-02-21,2020-21
New Orleans Pelicans,Boston Celtics,22000465,120,0.414,0.48200000000000004,0.36700000000000005,0.735,46.1,25.1,14.5,7.6,3.8,-0.5,115.1,115.9,0.5820000000000001,115,0.517,0.46399999999999997,0.377,0.76,44.2,22.4,14.7,8.3,4.8,1.3,111.6,110.1,0.5670000000000001,1,2021-02-21,2020-21
Los Angeles Lakers,Washington Wizards,22000479,124,0.71,0.484,0.355,0.753,45.1,24.7,15.1,7.1,6.1,6.2,111.6,105.3,0.579,127,0.37,0.455,0.33899999999999997,0.762,43.0,23.9,13.6,7.0,3.6,-4.9,109.3,114.0,0.5589999999999999,0,2021-02-22,2020-21
Phoenix Suns,Portland Trail Blazers,22000477,132,0.655,0.48,0.377,0.833,44.4,26.9,13.2,6.3,4.2,4.8,113.8,109.0,0.591,100,0.621,0.44299999999999995,0.387,0.818,44.3,20.0,11.3,7.5,5.0,0.4,115.5,115.1,0.569,1,2021-02-22,2020-21
Houston Rockets,Chicago Bulls,22000474,100,0.39299999999999996,0.44799999999999995,0.34,0.75,42.7,22.6,15.0,7.8,5.5,-1.9,107.1,108.5,0.5589999999999999,120,0.44799999999999995,0.48,0.377,0.802,42.7,25.4,15.6,6.9,4.2,-0.8,111.1,112.3,0.5870000000000001,0,2021-02-22,2020-21
Utah Jazz,Charlotte Hornets,22000478,132,0.8,0.467,0.392,0.779,48.7,23.4,14.4,6.2,5.7,9.3,116.3,107.3,0.593,110,0.483,0.45799999999999996,0.384,0.769,44.4,27.2,15.2,7.8,4.8,-0.3,110.4,110.9,0.568,1,2021-02-22,2020-21
Dallas Mavericks,Memphis Grizzlies,22000476,102,0.46399999999999997,0.465,0.35,0.785,42.4,23.1,12.2,6.5,4.5,-1.8,112.9,114.6,0.5770000000000001,92,0.5,0.465,0.359,0.795,44.0,27.6,14.0,9.8,4.6,-1.3,110.5,111.7,0.5589999999999999,1,2021-02-22,2020-21
Oklahoma City Thunder,Miami Heat,22000475,94,0.4,0.45,0.345,0.731,43.6,22.8,14.2,7.0,4.3,-5.3,104.8,110.5,0.552,108,0.433,0.46299999999999997,0.35100000000000003,0.785,42.5,25.8,16.4,6.9,3.8,-3.1,106.6,109.7,0.5760000000000001,0,2021-02-22,2020-21
New York Knicks,Golden State Warriors,22000483,106,0.484,0.449,0.35700000000000004,0.768,48.8,21.6,14.0,6.8,5.1,0.0,107.6,107.5,0.544,114,0.516,0.46299999999999997,0.375,0.773,42.2,26.7,13.9,7.5,5.0,1.5,110.3,108.9,0.5770000000000001,0,2021-02-23,2020-21
Brooklyn Nets,Sacramento Kings,22000482,127,0.625,0.501,0.405,0.8140000000000001,42.4,26.1,14.3,6.3,5.4,3.9,117.8,114.0,0.622,118,0.4,0.475,0.365,0.722,42.5,25.4,13.8,6.5,5.0,-5.8,112.3,118.0,0.5720000000000001,1,2021-02-23,2020-21
LA Clippers,Washington Wizards,22000488,135,0.688,0.484,0.42,0.84,45.0,24.7,13.5,7.4,4.6,6.5,117.2,110.7,0.604,116,0.39299999999999996,0.457,0.34,0.7609999999999999,42.9,23.8,13.6,7.1,3.6,-4.6,109.3,113.8,0.5589999999999999,1,2021-02-23,2020-21
Orlando Magic,Detroit Pistons,22000481,93,0.419,0.43200000000000005,0.35200000000000004,0.7879999999999999,47.3,22.6,13.5,7.0,4.4,-5.3,105.8,111.0,0.531,105,0.267,0.435,0.349,0.7829999999999999,42.6,24.0,14.8,7.7,4.9,-4.5,107.6,111.9,0.547,0,2021-02-23,2020-21
Cleveland Cavaliers,Atlanta Hawks,22000480,112,0.32299999999999995,0.449,0.335,0.716,43.4,23.3,15.6,8.5,5.0,-9.6,104.0,113.6,0.532,111,0.433,0.45299999999999996,0.354,0.8240000000000001,45.2,24.2,14.0,6.8,4.8,0.1,112.2,112.4,0.5710000000000001,1,2021-02-23,2020-21
Milwaukee Bucks,Minnesota Timberwolves,22000486,139,0.581,0.486,0.39299999999999996,0.732,47.7,25.7,13.7,8.1,4.7,7.0,117.3,110.0,0.5920000000000001,112,0.226,0.43799999999999994,0.35600000000000004,0.753,42.4,24.5,14.1,8.4,5.6,-7.1,105.7,112.4,0.537,1,2021-02-23,2020-21
Dallas Mavericks,Boston Celtics,22000485,110,0.483,0.465,0.35100000000000003,0.78,42.6,22.9,12.3,6.5,4.4,-1.3,112.5,113.7,0.5770000000000001,107,0.5,0.462,0.373,0.762,44.2,22.3,14.6,8.3,5.0,1.0,111.4,110.1,0.565,1,2021-02-23,2020-21
Denver Nuggets,Portland Trail Blazers,22000487,111,0.5329999999999999,0.484,0.384,0.777,43.6,26.5,13.9,8.4,4.3,3.7,115.7,111.9,0.588,106,0.6,0.44299999999999995,0.384,0.816,44.4,19.9,11.5,7.4,5.0,-0.6,115.2,115.8,0.568,1,2021-02-23,2020-21
Toronto Raptors,Philadelphia 76ers,22000484,102,0.516,0.451,0.38299999999999995,0.8270000000000001,42.1,24.7,13.8,8.7,5.5,2.8,113.0,110.3,0.578,109,0.645,0.47700000000000004,0.359,0.7829999999999999,44.9,22.8,15.3,8.4,5.9,2.7,112.0,109.3,0.58,0,2021-02-23,2020-21
Chicago Bulls,Minnesota Timberwolves,22000493,133,0.467,0.48200000000000004,0.37799999999999995,0.8,43.1,25.4,15.5,6.8,4.2,-0.1,111.4,111.9,0.589,126,0.21899999999999997,0.43700000000000006,0.35600000000000004,0.7559999999999999,42.3,24.8,14.0,8.2,5.6,-7.7,105.7,113.1,0.5379999999999999,1,2021-02-24,2020-21
Phoenix Suns,Charlotte Hornets,22000496,121,0.667,0.48100000000000004,0.38,0.835,44.4,27.0,13.1,6.3,4.3,5.7,114.6,108.9,0.5920000000000001,124,0.467,0.45899999999999996,0.381,0.77,44.0,26.8,15.2,8.0,4.7,-1.1,110.2,111.3,0.568,0,2021-02-24,2020-21
Cleveland Cavaliers,Houston Rockets,22000491,112,0.344,0.451,0.341,0.718,43.2,23.5,15.7,8.5,5.2,-9.3,104.4,113.7,0.535,96,0.379,0.445,0.34,0.748,42.8,22.5,14.8,7.8,5.5,-2.5,106.8,109.0,0.556,1,2021-02-24,2020-21
Miami Heat,Toronto Raptors,22000492,116,0.452,0.46299999999999997,0.35200000000000004,0.787,42.6,26.0,16.3,6.9,3.9,-2.5,106.8,109.4,0.5760000000000001,108,0.5,0.451,0.381,0.8270000000000001,42.0,24.8,13.7,8.8,5.7,2.5,112.7,110.3,0.5760000000000001,1,2021-02-24,2020-21
Utah Jazz,Los Angeles Lakers,22000497,114,0.8059999999999999,0.469,0.397,0.78,48.4,23.7,14.7,6.3,5.7,9.7,116.6,107.1,0.597,89,0.688,0.483,0.354,0.75,44.9,24.8,15.2,7.1,6.2,5.9,111.5,105.5,0.578,1,2021-02-24,2020-21
Indiana Pacers,Golden State Warriors,22000489,107,0.517,0.475,0.371,0.774,42.3,26.4,13.3,8.2,6.0,1.5,111.6,110.4,0.575,111,0.531,0.462,0.374,0.7759999999999999,42.1,26.8,13.8,7.5,5.1,1.7,110.4,108.8,0.5770000000000001,0,2021-02-24,2020-21
Atlanta Hawks,Boston Celtics,22000490,127,0.419,0.45299999999999996,0.35700000000000004,0.821,45.1,24.2,14.0,6.9,4.7,0.1,112.4,112.6,0.5710000000000001,112,0.484,0.462,0.371,0.7609999999999999,44.3,22.3,14.5,8.2,5.1,0.9,111.4,110.3,0.565,1,2021-02-24,2020-21
Oklahoma City Thunder,San Antonio Spurs,22000495,102,0.387,0.449,0.345,0.7340000000000001,43.5,22.8,14.4,7.0,4.2,-5.6,104.7,110.6,0.552,99,0.593,0.45299999999999996,0.358,0.7929999999999999,44.5,24.8,10.9,7.0,5.0,-0.3,109.4,109.7,0.5479999999999999,1,2021-02-24,2020-21
New Orleans Pelicans,Detroit Pistons,22000494,128,0.433,0.48100000000000004,0.365,0.732,46.2,24.9,14.4,7.5,3.9,-0.3,115.0,115.5,0.58,118,0.29,0.436,0.348,0.7829999999999999,42.8,24.0,14.8,7.8,5.1,-4.0,107.5,111.3,0.547,1,2021-02-24,2020-21
Philadelphia 76ers,Dallas Mavericks,22000498,111,0.6559999999999999,0.47600000000000003,0.36200000000000004,0.7859999999999999,45.2,22.8,15.4,8.3,6.0,2.8,111.9,109.1,0.58,97,0.5,0.465,0.35200000000000004,0.782,42.5,22.8,12.2,6.4,4.3,-1.2,112.7,113.7,0.5760000000000001,1,2021-02-25,2020-21
New York Knicks,Sacramento Kings,22000500,140,0.469,0.447,0.358,0.7709999999999999,49.0,21.6,14.0,6.7,5.1,-0.3,107.5,107.7,0.542,121,0.387,0.47700000000000004,0.368,0.721,42.3,25.4,13.8,6.5,5.1,-5.9,112.4,118.2,0.573,1,2021-02-25,2020-21
Brooklyn Nets,Orlando Magic,22000499,129,0.636,0.501,0.406,0.809,42.4,26.2,14.1,6.3,5.4,4.0,118.0,114.1,0.622,92,0.406,0.43,0.35200000000000004,0.7809999999999999,47.3,22.7,13.4,7.1,4.4,-5.5,105.4,110.8,0.529,1,2021-02-25,2020-21
Milwaukee Bucks,New Orleans Pelicans,22000503,129,0.594,0.488,0.396,0.732,47.7,25.9,13.5,8.1,4.7,7.6,117.8,109.8,0.594,125,0.452,0.483,0.366,0.728,46.2,25.1,14.3,7.6,4.0,0.0,115.4,115.6,0.5820000000000001,1,2021-02-25,2020-21
Denver Nuggets,Washington Wizards,22000502,110,0.5479999999999999,0.48200000000000004,0.384,0.782,43.6,26.5,13.5,8.4,4.3,3.8,115.9,112.0,0.5870000000000001,112,0.379,0.45899999999999996,0.344,0.759,42.7,24.1,13.6,7.0,3.5,-5.1,109.5,114.4,0.561,0,2021-02-25,2020-21
Memphis Grizzlies,LA Clippers,22000501,122,0.48100000000000004,0.462,0.353,0.789,44.2,27.2,14.0,9.7,4.5,-1.6,109.8,111.3,0.555,94,0.6970000000000001,0.48700000000000004,0.42200000000000004,0.836,45.1,24.7,13.5,7.4,4.6,6.9,117.7,110.9,0.606,1,2021-02-25,2020-21
Golden State Warriors,Charlotte Hornets,22000511,130,0.545,0.46299999999999997,0.37,0.782,42.0,26.8,13.9,7.6,5.0,1.7,110.2,108.5,0.5770000000000001,121,0.484,0.45899999999999996,0.381,0.777,44.0,26.7,15.1,8.0,4.7,-0.9,110.5,111.5,0.569,1,2021-02-26,2020-21
Los Angeles Lakers,Portland Trail Blazers,22000512,102,0.667,0.48100000000000004,0.35100000000000003,0.748,45.0,24.6,15.2,7.0,6.1,5.0,111.1,106.0,0.575,93,0.581,0.444,0.38299999999999995,0.8190000000000001,44.6,20.0,11.5,7.2,5.1,-0.8,115.2,116.0,0.568,1,2021-02-26,2020-21
Chicago Bulls,Phoenix Suns,22000508,97,0.484,0.486,0.379,0.8009999999999999,42.9,25.4,15.6,6.9,4.2,0.1,111.6,112.0,0.591,106,0.645,0.48200000000000004,0.38,0.8290000000000001,44.2,26.9,13.1,6.4,4.3,5.4,114.6,109.2,0.5920000000000001,0,2021-02-26,2020-21
Boston Celtics,Indiana Pacers,22000505,118,0.469,0.462,0.36700000000000005,0.764,44.1,22.2,14.3,8.3,5.1,0.4,111.5,111.0,0.564,112,0.5,0.474,0.36700000000000005,0.7759999999999999,42.1,26.1,13.5,8.3,6.0,1.3,111.3,110.1,0.575,1,2021-02-26,2020-21
Miami Heat,Utah Jazz,22000507,124,0.469,0.46299999999999997,0.355,0.79,42.7,26.2,16.2,6.9,3.9,-2.2,107.3,109.6,0.578,116,0.813,0.469,0.39899999999999997,0.777,48.7,23.8,14.6,6.3,5.6,10.2,116.7,106.8,0.597,1,2021-02-26,2020-21
Detroit Pistons,Sacramento Kings,22000504,107,0.281,0.439,0.348,0.7809999999999999,42.7,24.2,14.7,7.8,5.1,-4.1,107.9,111.8,0.5489999999999999,110,0.375,0.47700000000000004,0.368,0.722,42.0,25.4,13.9,6.7,4.9,-6.3,112.5,118.7,0.574,0,2021-02-26,2020-21
Toronto Raptors,Houston Rockets,22000506,122,0.485,0.452,0.38299999999999995,0.8270000000000001,41.8,25.1,13.8,8.7,5.6,2.2,112.8,110.7,0.578,111,0.36700000000000005,0.444,0.33899999999999997,0.75,42.5,22.4,14.6,7.8,5.6,-2.9,106.7,109.2,0.5539999999999999,1,2021-02-26,2020-21
Oklahoma City Thunder,Atlanta Hawks,22000510,118,0.406,0.44799999999999995,0.348,0.737,43.8,22.7,14.4,7.0,4.2,-5.3,104.6,110.2,0.552,109,0.43799999999999994,0.455,0.364,0.821,45.2,24.3,14.1,6.8,4.8,0.5,113.0,112.7,0.574,1,2021-02-26,2020-21
Memphis Grizzlies,LA Clippers,22000509,99,0.5,0.465,0.358,0.7859999999999999,44.4,27.2,13.8,9.6,4.4,-0.6,110.3,110.8,0.557,119,0.6759999999999999,0.485,0.42,0.8370000000000001,44.9,24.6,13.5,7.3,4.6,5.9,117.0,111.3,0.604,0,2021-02-26,2020-21
Philadelphia 76ers,Cleveland Cavaliers,22000513,109,0.667,0.474,0.364,0.787,45.1,22.9,15.2,8.4,6.0,3.1,111.9,108.8,0.579,112,0.364,0.45299999999999996,0.345,0.7170000000000001,43.6,23.5,15.7,8.3,5.4,-8.5,104.8,113.4,0.537,0,2021-02-27,2020-21
San Antonio Spurs,New Orleans Pelicans,22000514,117,0.5710000000000001,0.45399999999999996,0.358,0.79,44.5,24.6,11.0,7.1,4.9,-0.4,109.1,109.5,0.5479999999999999,114,0.43799999999999994,0.484,0.365,0.728,46.1,25.3,14.2,7.5,4.0,-0.1,115.6,115.9,0.5820000000000001,1,2021-02-27,2020-21
New York Knicks,Indiana Pacers,22000515,110,0.485,0.451,0.364,0.775,48.8,21.7,14.1,6.7,5.0,0.3,108.3,107.9,0.5479999999999999,107,0.484,0.47100000000000003,0.365,0.7829999999999999,42.0,26.1,13.3,8.2,6.0,1.1,111.3,110.4,0.574,1,2021-02-27,2020-21
Brooklyn Nets,Dallas Mavericks,22000519,98,0.647,0.502,0.40700000000000003,0.809,42.6,26.3,14.1,6.4,5.3,5.0,118.2,113.4,0.623,115,0.484,0.46299999999999997,0.353,0.785,42.8,22.6,12.6,6.3,4.5,-1.6,112.2,113.6,0.5760000000000001,0,2021-02-27,2020-21
Orlando Magic,Utah Jazz,22000516,109,0.39399999999999996,0.429,0.349,0.7829999999999999,46.9,22.5,13.6,7.1,4.3,-6.5,104.8,111.2,0.528,124,0.7879999999999999,0.467,0.396,0.782,48.3,23.8,14.4,6.4,5.5,9.6,116.6,107.3,0.596,0,2021-02-27,2020-21
Washington Wizards,Minnesota Timberwolves,22000517,128,0.4,0.46,0.34299999999999997,0.763,42.7,24.1,13.5,7.1,3.4,-4.9,109.6,114.3,0.562,112,0.212,0.43799999999999994,0.355,0.763,42.1,24.8,14.1,8.3,5.5,-7.7,106.0,113.2,0.5379999999999999,1,2021-02-27,2020-21
Oklahoma City Thunder,Denver Nuggets,22000518,96,0.424,0.45,0.349,0.735,43.7,23.0,14.3,6.9,4.1,-4.9,105.1,110.3,0.5539999999999999,126,0.531,0.48,0.384,0.785,43.6,26.4,13.7,8.3,4.4,3.6,115.7,112.0,0.5870000000000001,0,2021-02-27,2020-21
Los Angeles Lakers,Golden State Warriors,22000527,117,0.6759999999999999,0.479,0.348,0.748,45.3,24.6,15.1,7.1,6.2,5.1,110.9,105.8,0.573,91,0.5589999999999999,0.466,0.37200000000000005,0.7859999999999999,41.7,27.0,14.2,7.6,5.0,1.9,110.4,108.5,0.581,1,2021-02-28,2020-21
Boston Celtics,Washington Wizards,22000524,111,0.485,0.46299999999999997,0.368,0.768,44.1,22.3,14.2,8.1,5.1,0.6,111.8,111.1,0.5660000000000001,110,0.419,0.45899999999999996,0.345,0.764,43.0,24.1,13.5,7.0,3.5,-4.2,109.8,113.8,0.562,1,2021-02-28,2020-21
Houston Rockets,Memphis Grizzlies,22000525,84,0.355,0.44299999999999995,0.33899999999999997,0.753,42.4,22.4,14.5,7.7,5.6,-3.2,106.9,109.6,0.5539999999999999,133,0.483,0.46299999999999997,0.35700000000000004,0.785,44.2,27.1,13.6,9.6,4.4,-1.2,110.0,111.0,0.5539999999999999,0,2021-02-28,2020-21
